from,to,unfinished,finished
C0025,C0053,4,0
C0025,C0054,1,1
C0025,C0055,4,0
C0025,C0058,4,0
C0025,C0059,3,0
C0025,C0060,0,1
C0025,C0061,0,1
C0025,C0062,1,2
C0025,C0064,0,1
C0025,C0065,1,1
C0025,C0067,1,0
C0025,C0068,1,0
C0025,C0069,1,0
C0025,C0070,1,1
C0025,C0071,1,0
C0025,C0072,0,2
C0025,C0073,1,1
C0025,C0074,1,0
C0025,C0084,0,1
C0025,C0085,1,1
C0025,C0086,1,1
C0025,C0087,0,1
C0025,C0091,0,1
C0025,C0092,0,1
C0025,C0093,1,0
C0025,C0097,0,1
C0025,C0098,1,0
C0025,C0100,0,1
C0025,C0101,1,0
C0025,C0105,2,1
C0025,C0109,2,1
C0025,C0110,2,0
C0025,C0111,0,1
C0025,C0114,0,1
C0025,C0115,0,1
C0025,C0117,12,13
C0025,C0118,5,1
C0025,C0119,3,3
C0025,C0120,3,0
C0025,C0122,3,0
C0025,C0123,2,0
C0025,C0124,3,0
C0025,C0126,1,0
C0025,C0129,0,1
C0025,C0130,2,1
C0025,C0132,1,0
C0025,C0133,2,1
C0025,C0134,5,4
C0025,C0135,0,3
C0025,C0136,0,1
C0025,C0137,2,2
C0025,C0139,4,0
C0025,C0140,1,1
C0025,C0142,2,1
C0025,C0143,0,1
C0025,C0144,1,1
C0025,C0145,0,1
C0026,C0001,170,72
C0026,C0002,1,0
C0026,C0003,3,0
C0026,C0004,12,7
C0026,C0005,16,3
C0026,C0006,13,3
C0026,C0007,13,13
C0026,C0008,39,14
C0026,C0009,11,3
C0026,C0010,4,0
C0026,C0011,6,1
C0026,C0012,2,1
C0026,C0013,1,1
C0026,C0014,18,12
C0026,C0015,5,1
C0026,C0016,60,19
C0026,C0017,1,0
C0026,C0019,2,0
C0026,C0022,1,0
C0026,C0025,0,2
C0026,C0027,1,0
C0026,C0028,1,0
C0026,C0031,10,5
C0026,C0032,1,0
C0026,C0033,5,0
C0026,C0034,7,2
C0026,C0035,1,1
C0026,C0037,0,1
C0026,C0038,0,1
C0026,C0040,5,2
C0026,C0041,0,3
C0026,C0042,2,1
C0026,C0043,2,3
C0026,C0044,1,1
C0026,C0048,3,1
C0026,C0049,6,0
C0026,C0051,4,1
C0026,C0052,2,2
C0026,C0053,9,3
C0026,C0054,3,0
C0026,C0055,2,1
C0026,C0056,5,2
C0026,C0057,1,3
C0026,C0059,2,1
C0026,C0062,3,1
C0026,C0063,3,0
C0026,C0064,2,1
C0026,C0065,6,1
C0026,C0067,3,0
C0026,C0070,0,1
C0026,C0073,1,1
C0026,C0074,1,0
C0026,C0076,4,0
C0026,C0080,0,1
C0026,C0081,1,0
C0026,C0084,4,0
C0026,C0085,1,0
C0026,C0089,1,1
C0026,C0091,0,2
C0026,C0093,2,0
C0026,C0096,2,0
C0026,C0098,3,2
C0026,C0100,0,1
C0026,C0101,0,1
C0026,C0102,2,0
C0026,C0103,2,0
C0026,C0105,5,0
C0026,C0106,0,1
C0026,C0107,4,1
C0026,C0108,0,4
C0026,C0110,1,0
C0026,C0111,2,0
C0026,C0112,1,0
C0026,C0114,1,0
C0026,C0115,0,1
C0026,C0116,1,0
C0026,C0117,23,15
C0026,C0118,9,1
C0026,C0119,29,3
C0026,C0120,5,0
C0026,C0121,2,1
C0026,C0122,6,0
C0026,C0123,2,1
C0026,C0127,2,0
C0026,C0129,6,3
C0026,C0130,3,1
C0026,C0131,1,0
C0026,C0132,5,1
C0026,C0133,2,3
C0026,C0134,1,2
C0026,C0135,3,2
C0026,C0137,2,3
C0026,C0138,2,0
C0026,C0139,7,1
C0026,C0142,2,1
C0026,C0143,15,0
C0026,C0144,6,1
C0026,C0145,3,0
C0026,C0146,3,1
C0027,C0001,144,65
C0027,C0002,1,0
C0027,C0003,1,1
C0027,C0004,8,2
C0027,C0005,12,3
C0027,C0006,4,2
C0027,C0007,5,4
C0027,C0008,33,13
C0027,C0009,12,4
C0027,C0010,3,0
C0027,C0011,0,3
C0027,C0012,5,0
C0027,C0013,3,3
C0027,C0014,15,7
C0027,C0015,7,2
C0027,C0016,52,25
C0027,C0017,1,0
C0027,C0022,1,1
C0027,C0023,1,0
C0027,C0024,0,1
C0027,C0029,1,0
C0027,C0031,6,2
C0027,C0032,2,0
C0027,C0034,2,1
C0027,C0035,0,1
C0027,C0037,1,0
C0027,C0039,4,2
C0027,C0042,0,1
C0027,C0043,0,1
C0027,C0049,5,1
C0027,C0051,5,1
C0027,C0052,3,0
C0027,C0053,9,2
C0027,C0054,1,2
C0027,C0055,4,2
C0027,C0056,2,1
C0027,C0059,2,2
C0027,C0061,2,0
C0027,C0062,0,1
C0027,C0063,1,0
C0027,C0064,0,1
C0027,C0065,2,1
C0027,C0067,4,2
C0027,C0068,2,0
C0027,C0071,1,1
C0027,C0074,3,0
C0027,C0078,3,0
C0027,C0080,0,2
C0027,C0084,0,1
C0027,C0088,1,0
C0027,C0089,2,2
C0027,C0090,0,1
C0027,C0093,1,1
C0027,C0096,2,0
C0027,C0098,2,0
C0027,C0102,1,0
C0027,C0103,1,2
C0027,C0104,1,1
C0027,C0105,3,0
C0027,C0107,3,1
C0027,C0108,0,2
C0027,C0109,1,0
C0027,C0111,1,0
C0027,C0113,4,1
C0027,C0115,2,1
C0027,C0117,24,17
C0027,C0118,13,3
C0027,C0119,15,5
C0027,C0120,3,0
C0027,C0121,2,1
C0027,C0122,5,0
C0027,C0123,2,2
C0027,C0126,1,2
C0027,C0127,1,0
C0027,C0129,6,3
C0027,C0130,2,4
C0027,C0132,9,3
C0027,C0133,0,2
C0027,C0134,4,2
C0027,C0135,3,2
C0027,C0137,0,1
C0027,C0138,3,1
C0027,C0139,10,2
C0027,C0142,2,0
C0027,C0143,2,1
C0027,C0144,5,4
C0027,C0146,6,0
C0028,C0001,339,143
C0028,C0002,5,4
C0028,C0003,17,5
C0028,C0004,20,8
C0028,C0005,34,6
C0028,C0006,26,3
C0028,C0007,44,25
C0028,C0008,93,22
C0028,C0009,26,21
C0028,C0010,12,2
C0028,C0011,6,11
C0028,C0012,1,1
C0028,C0013,1,8
C0028,C0014,32,12
C0028,C0015,12,8
C0028,C0016,84,27
C0028,C0017,5,4
C0028,C0019,2,2
C0028,C0020,3,1
C0028,C0021,2,1
C0028,C0022,10,1
C0028,C0023,1,2
C0028,C0024,2,0
C0028,C0025,0,2
C0028,C0028,6,0
C0028,C0029,1,0
C0028,C0030,1,0
C0028,C0031,9,6
C0028,C0032,3,0
C0028,C0033,6,0
C0028,C0034,19,2
C0028,C0035,1,1
C0028,C0037,1,1
C0028,C0038,3,2
C0028,C0040,1,2
C0028,C0041,22,10
C0028,C0042,11,7
C0028,C0044,0,1
C0028,C0045,3,0
C0028,C0046,1,1
C0028,C0048,2,1
C0028,C0049,3,0
C0028,C0051,14,1
C0028,C0052,15,5
C0028,C0053,20,3
C0028,C0054,6,0
C0028,C0055,10,6
C0028,C0056,3,2
C0028,C0057,7,0
C0028,C0058,2,1
C0028,C0059,2,1
C0028,C0060,1,0
C0028,C0061,1,0
C0028,C0062,6,0
C0028,C0063,2,2
C0028,C0064,1,1
C0028,C0065,8,3
C0028,C0067,7,9
C0028,C0068,1,3
C0028,C0069,2,0
C0028,C0070,1,4
C0028,C0072,2,0
C0028,C0073,4,1
C0028,C0074,1,1
C0028,C0075,1,0
C0028,C0076,3,0
C0028,C0078,6,1
C0028,C0079,2,1
C0028,C0080,0,4
C0028,C0081,5,0
C0028,C0083,0,1
C0028,C0084,0,2
C0028,C0085,1,2
C0028,C0086,0,2
C0028,C0087,0,2
C0028,C0088,1,1
C0028,C0089,0,5
C0028,C0091,2,2
C0028,C0092,1,1
C0028,C0093,2,0
C0028,C0095,1,0
C0028,C0098,3,3
C0028,C0099,2,0
C0028,C0100,1,0
C0028,C0101,1,0
C0028,C0102,2,0
C0028,C0103,1,0
C0028,C0104,2,1
C0028,C0105,7,0
C0028,C0107,3,2
C0028,C0108,0,1
C0028,C0109,5,0
C0028,C0110,0,2
C0028,C0111,1,3
C0028,C0112,1,1
C0028,C0113,6,1
C0028,C0115,4,2
C0028,C0116,0,1
C0028,C0117,55,21
C0028,C0118,9,3
C0028,C0119,20,3
C0028,C0121,11,0
C0028,C0122,15,2
C0028,C0123,5,3
C0028,C0124,2,1
C0028,C0125,1,2
C0028,C0126,2,7
C0028,C0128,3,0
C0028,C0129,12,2
C0028,C0130,4,0
C0028,C0131,1,0
C0028,C0132,8,2
C0028,C0133,7,6
C0028,C0134,3,1
C0028,C0135,4,7
C0028,C0136,10,0
C0028,C0137,6,4
C0028,C0138,1,2
C0028,C0139,6,1
C0028,C0140,2,0
C0028,C0142,1,0
C0028,C0143,11,2
C0028,C0144,2,1
C0028,C0146,6,0
C0029,C0001,199,88
C0029,C0003,1,1
C0029,C0004,14,7
C0029,C0005,20,5
C0029,C0006,18,5
C0029,C0007,18,9
C0029,C0008,54,20
C0029,C0009,20,6
C0029,C0010,2,0
C0029,C0011,7,2
C0029,C0012,4,1
C0029,C0013,2,1
C0029,C0014,22,12
C0029,C0015,5,0
C0029,C0016,51,26
C0029,C0019,1,0
C0029,C0022,0,1
C0029,C0025,0,1
C0029,C0026,1,0
C0029,C0028,1,1
C0029,C0029,2,0
C0029,C0030,1,1
C0029,C0031,9,5
C0029,C0032,1,0
C0029,C0033,0,1
C0029,C0034,13,3
C0029,C0035,4,1
C0029,C0037,0,1
C0029,C0038,3,0
C0029,C0040,6,3
C0029,C0041,3,1
C0029,C0042,2,1
C0029,C0043,0,2
C0029,C0045,1,1
C0029,C0046,1,0
C0029,C0048,5,0
C0029,C0049,2,4
C0029,C0050,0,2
C0029,C0051,6,0
C0029,C0053,10,1
C0029,C0054,2,0
C0029,C0055,13,2
C0029,C0056,8,2
C0029,C0057,2,1
C0029,C0058,3,3
C0029,C0059,6,4
C0029,C0060,1,0
C0029,C0062,2,2
C0029,C0065,3,1
C0029,C0067,10,0
C0029,C0068,1,0
C0029,C0070,0,2
C0029,C0072,1,2
C0029,C0073,2,0
C0029,C0074,3,1
C0029,C0075,2,0
C0029,C0080,0,1
C0029,C0081,4,0
C0029,C0082,2,0
C0029,C0083,0,1
C0029,C0086,1,0
C0029,C0089,0,1
C0029,C0090,2,0
C0029,C0091,0,2
C0029,C0094,1,0
C0029,C0100,0,1
C0029,C0101,1,1
C0029,C0102,8,0
C0029,C0104,1,0
C0029,C0105,3,0
C0029,C0107,1,0
C0029,C0108,0,5
C0029,C0109,3,0
C0029,C0110,4,3
C0029,C0114,1,0
C0029,C0115,4,0
C0029,C0117,24,19
C0029,C0118,16,4
C0029,C0119,11,3
C0029,C0120,0,1
C0029,C0121,5,0
C0029,C0122,5,1
C0029,C0123,6,0
C0029,C0124,2,3
C0029,C0125,4,0
C0029,C0126,3,0
C0029,C0128,2,0
C0029,C0129,3,0
C0029,C0130,2,2
C0029,C0132,0,2
C0029,C0133,4,0
C0029,C0134,3,5
C0029,C0135,5,3
C0029,C0137,7,7
C0029,C0139,16,4
C0029,C0143,4,1
C0029,C0144,5,1
C0029,C0145,1,1
C0029,C0146,1,0
C0030,C0001,169,86
C0030,C0003,3,1
C0030,C0004,13,5
C0030,C0005,28,0
C0030,C0006,7,5
C0030,C0007,29,16
C0030,C0008,59,7
C0030,C0009,24,7
C0030,C0010,1,0
C0030,C0011,1,2
C0030,C0012,0,1
C0030,C0013,2,3
C0030,C0014,19,14
C0030,C0015,7,0
C0030,C0016,24,30
C0030,C0019,1,0
C0030,C0021,1,0
C0030,C0022,1,1
C0030,C0024,0,1
C0030,C0027,1,0
C0030,C0028,2,0
C0030,C0029,5,0
C0030,C0030,4,2
C0030,C0031,1,2
C0030,C0032,3,4
C0030,C0034,4,1
C0030,C0037,0,1
C0030,C0039,1,0
C0030,C0040,1,0
C0030,C0041,0,2
C0030,C0042,22,11
C0030,C0043,0,1
C0030,C0044,1,0
C0030,C0046,1,0
C0030,C0047,3,0
C0030,C0048,0,1
C0030,C0049,6,0
C0030,C0050,1,0
C0030,C0051,3,1
C0030,C0052,8,0
C0030,C0053,6,0
C0030,C0054,3,0
C0030,C0055,19,0
C0030,C0056,1,3
C0030,C0057,2,0
C0030,C0058,1,0
C0030,C0059,2,0
C0030,C0060,1,0
C0030,C0061,1,1
C0030,C0062,6,2
C0030,C0065,2,2
C0030,C0067,8,4
C0030,C0068,1,1
C0030,C0070,1,0
C0030,C0073,9,0
C0030,C0074,4,0
C0030,C0078,1,0
C0030,C0080,1,1
C0030,C0084,0,1
C0030,C0087,1,0
C0030,C0089,1,2
C0030,C0090,0,1
C0030,C0093,2,0
C0030,C0094,0,1
C0030,C0097,0,1
C0030,C0098,0,3
C0030,C0099,1,1
C0030,C0102,7,2
C0030,C0103,1,0
C0030,C0105,4,0
C0030,C0108,0,1
C0030,C0109,4,4
C0030,C0110,0,1
C0030,C0111,6,0
C0030,C0114,1,0
C0030,C0117,19,24
C0030,C0118,1,2
C0030,C0119,4,4
C0030,C0120,6,0
C0030,C0122,1,0
C0030,C0123,19,0
C0030,C0128,8,2
C0030,C0129,3,1
C0030,C0132,1,2
C0030,C0133,3,3
C0030,C0134,0,2
C0030,C0135,3,13
C0030,C0137,9,3
C0030,C0139,1,1
C0030,C0141,0,1
C0030,C0144,4,2
C0030,C0145,0,2
C0031,C0001,987,422
C0031,C0002,0,1
C0031,C0003,18,16
C0031,C0004,40,13
C0031,C0005,80,15
C0031,C0006,32,27
C0031,C0007,140,57
C0031,C0008,256,73
C0031,C0009,80,37
C0031,C0010,22,8
C0031,C0011,31,15
C0031,C0012,11,6
C0031,C0013,11,15
C0031,C0014,96,56
C0031,C0015,22,9
C0031,C0016,283,110
C0031,C0017,0,1
C0031,C0019,10,7
C0031,C0020,2,5
C0031,C0021,4,1
C0031,C0022,2,3
C0031,C0023,1,2
C0031,C0024,2,2
C0031,C0025,1,1
C0031,C0026,8,2
C0031,C0027,3,1
C0031,C0028,3,0
C0031,C0029,1,0
C0031,C0031,22,7
C0031,C0032,6,5
C0031,C0033,8,1
C0031,C0034,13,11
C0031,C0035,5,9
C0031,C0036,0,1
C0031,C0037,0,2
C0031,C0038,32,16
C0031,C0039,12,4
C0031,C0040,16,4
C0031,C0041,6,4
C0031,C0042,41,15
C0031,C0043,2,0
C0031,C0044,2,1
C0031,C0045,12,3
C0031,C0046,6,0
C0031,C0047,5,0
C0031,C0048,6,8
C0031,C0049,52,3
C0031,C0051,21,7
C0031,C0052,15,6
C0031,C0053,30,1
C0031,C0054,18,8
C0031,C0055,21,9
C0031,C0056,22,7
C0031,C0057,11,6
C0031,C0058,13,1
C0031,C0059,15,9
C0031,C0060,2,0
C0031,C0061,5,4
C0031,C0062,28,8
C0031,C0063,6,3
C0031,C0064,4,4
C0031,C0065,15,5
C0031,C0066,1,0
C0031,C0067,28,10
C0031,C0068,15,6
C0031,C0069,1,0
C0031,C0070,7,9
C0031,C0071,2,0
C0031,C0072,1,2
C0031,C0073,6,4
C0031,C0074,6,1
C0031,C0075,2,1
C0031,C0076,5,4
C0031,C0077,0,1
C0031,C0078,13,1
C0031,C0079,2,1
C0031,C0080,0,4
C0031,C0081,13,2
C0031,C0082,1,0
C0031,C0083,1,0
C0031,C0084,2,2
C0031,C0085,6,4
C0031,C0086,8,3
C0031,C0087,2,2
C0031,C0088,2,2
C0031,C0089,4,10
C0031,C0090,3,1
C0031,C0091,1,3
C0031,C0092,11,5
C0031,C0093,2,3
C0031,C0095,2,1
C0031,C0096,11,7
C0031,C0097,1,1
C0031,C0098,9,7
C0031,C0099,7,1
C0031,C0100,0,1
C0031,C0101,2,4
C0031,C0102,10,3
C0031,C0103,9,2
C0031,C0104,1,1
C0031,C0105,16,6
C0031,C0106,4,2
C0031,C0107,6,2
C0031,C0108,4,5
C0031,C0109,11,3
C0031,C0110,2,3
C0031,C0111,2,1
C0031,C0112,1,4
C0031,C0113,4,1
C0031,C0114,6,1
C0031,C0115,6,1
C0031,C0116,3,2
C0031,C0117,166,74
C0031,C0118,58,17
C0031,C0119,59,20
C0031,C0120,27,2
C0031,C0121,14,5
C0031,C0122,13,1
C0031,C0123,10,4
C0031,C0124,9,1
C0031,C0125,2,0
C0031,C0126,13,5
C0031,C0127,4,3
C0031,C0128,9,1
C0031,C0129,23,17
C0031,C0130,15,4
C0031,C0131,2,0
C0031,C0132,35,4
C0031,C0133,38,20
C0031,C0134,15,7
C0031,C0135,24,11
C0031,C0136,0,2
C0031,C0137,14,9
C0031,C0138,7,2
C0031,C0139,40,12
C0031,C0140,8,2
C0031,C0141,3,1
C0031,C0143,26,2
C0031,C0144,16,12
C0031,C0145,9,4
C0031,C0146,8,2
C0032,C0001,243,164
C0032,C0002,5,3
C0032,C0003,1,4
C0032,C0004,11,4
C0032,C0005,15,3
C0032,C0006,11,2
C0032,C0007,20,19
C0032,C0008,51,18
C0032,C0009,34,10
C0032,C0010,42,47
C0032,C0011,4,2
C0032,C0012,3,1
C0032,C0013,2,1
C0032,C0014,19,20
C0032,C0015,6,2
C0032,C0016,51,43
C0032,C0017,5,3
C0032,C0019,1,1
C0032,C0020,0,1
C0032,C0022,0,3
C0032,C0023,2,0
C0032,C0025,0,1
C0032,C0026,3,0
C0032,C0028,0,1
C0032,C0029,2,0
C0032,C0031,6,2
C0032,C0032,2,1
C0032,C0033,1,0
C0032,C0034,9,1
C0032,C0037,0,2
C0032,C0038,4,0
C0032,C0041,6,1
C0032,C0042,6,12
C0032,C0043,0,1
C0032,C0044,0,1
C0032,C0045,4,2
C0032,C0049,10,2
C0032,C0051,7,0
C0032,C0052,2,3
C0032,C0053,5,1
C0032,C0054,6,3
C0032,C0055,8,1
C0032,C0056,3,1
C0032,C0057,4,2
C0032,C0059,2,1
C0032,C0060,2,0
C0032,C0061,0,1
C0032,C0062,2,5
C0032,C0064,1,0
C0032,C0065,8,2
C0032,C0067,5,3
C0032,C0068,15,2
C0032,C0070,1,1
C0032,C0072,1,1
C0032,C0073,2,2
C0032,C0074,2,0
C0032,C0075,1,0
C0032,C0077,0,1
C0032,C0078,4,0
C0032,C0079,37,46
C0032,C0081,2,0
C0032,C0083,2,0
C0032,C0084,0,1
C0032,C0085,1,1
C0032,C0088,1,0
C0032,C0089,1,1
C0032,C0091,0,1
C0032,C0092,0,1
C0032,C0094,1,0
C0032,C0098,3,3
C0032,C0099,1,2
C0032,C0100,3,4
C0032,C0102,2,0
C0032,C0103,1,2
C0032,C0104,2,0
C0032,C0105,3,1
C0032,C0106,0,2
C0032,C0107,1,1
C0032,C0108,0,2
C0032,C0109,0,1
C0032,C0110,3,0
C0032,C0111,3,0
C0032,C0114,2,1
C0032,C0115,1,1
C0032,C0117,21,32
C0032,C0118,11,4
C0032,C0119,19,7
C0032,C0120,5,0
C0032,C0121,6,0
C0032,C0122,0,1
C0032,C0123,1,1
C0032,C0126,4,2
C0032,C0127,0,1
C0032,C0129,10,11
C0032,C0130,0,1
C0032,C0131,1,0
C0032,C0132,0,2
C0032,C0133,1,2
C0032,C0134,4,6
C0032,C0135,1,3
C0032,C0136,1,0
C0032,C0137,3,9
C0032,C0138,2,1
C0032,C0139,7,1
C0032,C0140,2,1
C0032,C0141,0,1
C0032,C0143,4,1
C0032,C0144,14,6
C0032,C0146,1,0
C0033,C0001,994,1103
C0033,C0002,2,3
C0033,C0003,4,6
C0033,C0004,19,8
C0033,C0005,25,5
C0033,C0006,7,5
C0033,C0007,663,962
C0033,C0008,101,28
C0033,C0009,30,14
C0033,C0010,5,2
C0033,C0011,6,8
C0033,C0012,6,1
C0033,C0013,6,4
C0033,C0014,71,25
C0033,C0015,27,6
C0033,C0016,714,985
C0033,C0017,2,3
C0033,C0019,1,3
C0033,C0020,0,1
C0033,C0021,1,0
C0033,C0022,2,2
C0033,C0023,1,0
C0033,C0024,0,1
C0033,C0025,1,0
C0033,C0026,2,2
C0033,C0028,1,1
C0033,C0029,2,0
C0033,C0030,1,0
C0033,C0031,11,4
C0033,C0032,2,1
C0033,C0033,3,0
C0033,C0034,2,2
C0033,C0035,0,2
C0033,C0037,0,1
C0033,C0039,0,1
C0033,C0040,3,2
C0033,C0041,2,4
C0033,C0042,647,950
C0033,C0044,0,2
C0033,C0045,4,1
C0033,C0046,1,0
C0033,C0047,1,0
C0033,C0048,5,1
C0033,C0049,12,2
C0033,C0050,1,0
C0033,C0051,7,3
C0033,C0052,4,1
C0033,C0053,27,7
C0033,C0054,5,1
C0033,C0055,8,0
C0033,C0056,8,4
C0033,C0057,4,2
C0033,C0058,3,0
C0033,C0059,11,2
C0033,C0060,1,2
C0033,C0061,0,1
C0033,C0062,12,3
C0033,C0065,7,3
C0033,C0067,8,6
C0033,C0068,6,0
C0033,C0069,1,0
C0033,C0070,4,5
C0033,C0072,2,0
C0033,C0073,4,0
C0033,C0074,1,0
C0033,C0075,1,0
C0033,C0076,0,1
C0033,C0078,3,0
C0033,C0079,1,1
C0033,C0080,0,2
C0033,C0081,3,2
C0033,C0082,0,1
C0033,C0083,2,1
C0033,C0084,0,1
C0033,C0085,1,1
C0033,C0086,1,0
C0033,C0087,4,0
C0033,C0088,0,1
C0033,C0089,0,3
C0033,C0090,2,0
C0033,C0091,0,1
C0033,C0092,2,0
C0033,C0093,2,0
C0033,C0094,1,0
C0033,C0096,1,0
C0033,C0097,1,1
C0033,C0098,8,3
C0033,C0099,2,2
C0033,C0101,3,2
C0033,C0102,0,2
C0033,C0103,3,3
C0033,C0104,4,0
C0033,C0105,19,4
C0033,C0107,3,1
C0033,C0108,9,4
C0033,C0109,7,1
C0033,C0110,6,1
C0033,C0111,10,1
C0033,C0112,4,4
C0033,C0114,11,3
C0033,C0115,4,1
C0033,C0116,1,0
C0033,C0117,674,970
C0033,C0118,20,9
C0033,C0119,20,6
C0033,C0120,9,1
C0033,C0121,3,1
C0033,C0122,10,3
C0033,C0123,2,0
C0033,C0125,0,2
C0033,C0126,5,1
C0033,C0127,0,1
C0033,C0128,2,1
C0033,C0129,2,5
C0033,C0130,2,1
C0033,C0132,1,2
C0033,C0133,5,1
C0033,C0134,3,5
C0033,C0135,19,8
C0033,C0136,0,1
C0033,C0137,642,947
C0033,C0138,0,2
C0033,C0139,17,6
C0033,C0140,2,0
C0033,C0141,1,1
C0033,C0142,8,1
C0033,C0143,6,0
C0033,C0144,6,4
C0033,C0145,2,1
C0033,C0146,1,0
C0034,C0001,917,440
C0034,C0002,16,5
C0034,C0003,19,11
C0034,C0004,42,23
C0034,C0005,63,12
C0034,C0006,41,18
C0034,C0007,85,86
C0034,C0008,212,69
C0034,C0009,74,46
C0034,C0010,39,15
C0034,C0011,47,15
C0034,C0012,9,6
C0034,C0013,36,13
C0034,C0014,91,50
C0034,C0015,21,8
C0034,C0016,240,104
C0034,C0017,16,5
C0034,C0019,8,1
C0034,C0020,5,5
C0034,C0021,3,0
C0034,C0022,3,5
C0034,C0023,6,2
C0034,C0024,1,0
C0034,C0025,0,3
C0034,C0026,5,1
C0034,C0027,2,2
C0034,C0028,3,1
C0034,C0029,4,2
C0034,C0030,5,2
C0034,C0031,17,10
C0034,C0032,3,1
C0034,C0033,14,2
C0034,C0034,20,8
C0034,C0035,2,6
C0034,C0036,2,2
C0034,C0037,2,5
C0034,C0038,11,10
C0034,C0039,8,11
C0034,C0040,12,7
C0034,C0041,11,8
C0034,C0042,29,28
C0034,C0043,1,2
C0034,C0044,1,5
C0034,C0045,2,2
C0034,C0046,3,3
C0034,C0047,2,1
C0034,C0048,3,5
C0034,C0049,29,8
C0034,C0050,0,1
C0034,C0051,15,4
C0034,C0052,4,1
C0034,C0053,44,7
C0034,C0054,22,5
C0034,C0055,24,5
C0034,C0056,9,3
C0034,C0057,11,2
C0034,C0058,8,2
C0034,C0059,14,7
C0034,C0060,6,3
C0034,C0061,1,4
C0034,C0062,20,11
C0034,C0063,3,5
C0034,C0064,4,1
C0034,C0065,6,3
C0034,C0066,8,1
C0034,C0067,21,10
C0034,C0068,18,7
C0034,C0069,2,0
C0034,C0070,14,8
C0034,C0071,1,1
C0034,C0072,0,1
C0034,C0073,2,13
C0034,C0074,3,2
C0034,C0075,10,0
C0034,C0076,2,4
C0034,C0077,3,2
C0034,C0078,19,4
C0034,C0079,5,5
C0034,C0080,4,3
C0034,C0081,10,1
C0034,C0082,12,5
C0034,C0083,17,1
C0034,C0084,1,4
C0034,C0085,7,1
C0034,C0086,0,1
C0034,C0087,11,3
C0034,C0088,3,0
C0034,C0089,12,6
C0034,C0090,10,4
C0034,C0091,7,3
C0034,C0092,1,2
C0034,C0093,1,1
C0034,C0094,0,1
C0034,C0095,4,2
C0034,C0096,2,2
C0034,C0097,6,1
C0034,C0098,10,7
C0034,C0099,3,3
C0034,C0100,3,1
C0034,C0101,3,2
C0034,C0102,9,2
C0034,C0103,7,5
C0034,C0104,4,3
C0034,C0105,11,4
C0034,C0106,1,0
C0034,C0107,7,2
C0034,C0108,3,3
C0034,C0109,3,2
C0034,C0110,6,4
C0034,C0111,4,1
C0034,C0112,3,4
C0034,C0113,1,1
C0034,C0114,4,0
C0034,C0115,8,2
C0034,C0116,1,0
C0034,C0117,133,81
C0034,C0118,58,11
C0034,C0119,52,13
C0034,C0120,10,4
C0034,C0121,7,3
C0034,C0122,29,4
C0034,C0123,8,0
C0034,C0125,4,2
C0034,C0126,11,4
C0034,C0127,1,2
C0034,C0128,3,0
C0034,C0129,17,16
C0034,C0130,17,2
C0034,C0131,2,0
C0034,C0132,18,9
C0034,C0133,18,12
C0034,C0134,24,15
C0034,C0135,13,17
C0034,C0136,2,1
C0034,C0137,22,12
C0034,C0138,11,2
C0034,C0139,37,4
C0034,C0140,7,5
C0034,C0141,3,0
C0034,C0142,2,0
C0034,C0143,15,3
C0034,C0144,12,4
C0034,C0145,13,3
C0034,C0146,10,3
C0035,C0001,457,231
C0035,C0002,2,1
C0035,C0003,7,6
C0035,C0004,24,15
C0035,C0005,36,1
C0035,C0006,22,15
C0035,C0007,33,31
C0035,C0008,155,33
C0035,C0009,48,24
C0035,C0010,13,8
C0035,C0011,7,13
C0035,C0012,4,4
C0035,C0013,6,10
C0035,C0014,49,36
C0035,C0015,11,2
C0035,C0016,99,54
C0035,C0017,2,1
C0035,C0019,1,1
C0035,C0020,2,1
C0035,C0021,1,0
C0035,C0022,3,4
C0035,C0023,1,2
C0035,C0024,2,0
C0035,C0025,0,1
C0035,C0026,1,0
C0035,C0027,0,1
C0035,C0028,5,3
C0035,C0029,2,0
C0035,C0030,0,1
C0035,C0031,14,7
C0035,C0032,2,0
C0035,C0033,5,10
C0035,C0034,10,3
C0035,C0035,4,2
C0035,C0036,1,0
C0035,C0037,5,3
C0035,C0039,3,0
C0035,C0040,3,4
C0035,C0041,3,4
C0035,C0042,8,10
C0035,C0043,2,1
C0035,C0045,6,3
C0035,C0046,2,3
C0035,C0047,1,0
C0035,C0048,0,3
C0035,C0049,14,2
C0035,C0050,1,0
C0035,C0051,19,4
C0035,C0052,17,0
C0035,C0053,33,2
C0035,C0054,6,3
C0035,C0055,9,3
C0035,C0056,14,3
C0035,C0057,10,0
C0035,C0058,7,2
C0035,C0059,8,4
C0035,C0061,2,1
C0035,C0062,21,9
C0035,C0063,0,2
C0035,C0064,1,0
C0035,C0065,8,3
C0035,C0067,13,9
C0035,C0068,8,3
C0035,C0070,4,6
C0035,C0072,6,0
C0035,C0073,7,3
C0035,C0074,3,1
C0035,C0075,3,1
C0035,C0076,6,3
C0035,C0077,0,1
C0035,C0078,3,0
C0035,C0079,1,3
C0035,C0080,0,2
C0035,C0081,1,0
C0035,C0082,2,1
C0035,C0083,2,4
C0035,C0084,1,4
C0035,C0086,1,3
C0035,C0087,2,2
C0035,C0088,3,2
C0035,C0089,0,4
C0035,C0090,1,2
C0035,C0091,1,3
